Title,Year,IMDb ID,Director,Rating,Votes,Box Office,Budget,Genres,Actors,Languages,Countries
Hacksaw Ridge,2016.0,2119532,Mel Gibson,8.1,628916.0,"$175,302,354","$40,000,000 (estimated)","Biography, Drama, History, War","Andrew Garfield, Richard Pyros, Jacob Warner, Milo Gibson, Darcy Bryce, Roman Guerriero, James Lugton, Kasia Stelmach, Hugo Weaving, Rachel Griffiths","English, Japanese",United States
I'm Not Ashamed,2016.0,4950110,Brian Baugh,5.8,4347.0,,"$1,500,000 (estimated)","Biography, Drama","Masey McLain, Ben Davies, Cameron McKendry, Terri Minton, Victoria Staley, Taylor Kalupa, Emma Elle Roberts, Sadie Robertson, David Errigo Jr., Cory Chapman",English,United States
10 Cloverfield Lane,2016.0,1179933,Dan Trachtenberg,7.2,368576.0,"$110,216,998","$15,000,000 (estimated)","Drama, Horror, Sci-Fi, Thriller","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin, Suzanne Cryer, Bradley Cooper, Sumalee Montano, Frank Mottek, Kayla Bechor",English,United States
Masterminds,2015.0,2461150,Jared Hess,5.8,62670.0,"$30,861,794","$25,000,000 (estimated)","Biography, Comedy, Crime","Zach Galifianakis, Owen Wilson, Kristen Wiig, Ross Kimball, Devin Ratray, Mary Elizabeth Ellis, Jason Sudeikis, Kate McKinnon, Leslie Jones, Jon Daly","English, Spanish",United States
Jack Reacher: Never Go Back,2016.0,3393786,Edward Zwick,6.2,183720.0,"$162,146,076","$60,000,000 (estimated)","Action, Thriller","Tom Cruise, Cobie Smulders, Aldis Hodge, Danika Yarosh, Patrick Heusinger, Holt McCallany, Robert Knepper, Judd Lormand, Christopher Berry, Hunter Burke","English, Ukrainian","United States, China"
Down by Love,2016.0,4428762,Pierre Godeau,5.9,2606.0,,,"Biography, Drama, Romance","Adèle Exarchopoulos, Guillaume Gallienne, Stéphanie Cléau, Aliénor Poisson, Cyrielle Martinez, Selma Mansouri, Sabila Moussadek, Julie Moulier, Marie Rivière, Maryline Even",French,"France, Belgium"
My Wife's Sister,2016.0,6397242,Sang-woo Lee,6.6,23.0,,,"Drama, Romance","Tae-Hyeon Min, Yeon Ji, Chae-dam Lee, Soo-ho Kim",Korean,South Korea
Two Is a Family,2016.0,5078204,Hugo Gélin,7.3,29349.0,,,"Comedy, Drama","Omar Sy, Clémence Poésy, Antoine Bertrand, Ashley Walters, Gloria Colston, Clémentine Célarié, Anna Cottis, Raphael von Blumenthal, Ben Homewood, Alice David","French, English","France, United Kingdom"
Barry,2018.0,5348176,,8.3,131008.0,,,"Action, Comedy, Crime, Drama","Bill Hader, Stephen Root, Sarah Goldberg, Anthony Carrigan, Henry Winkler, D'Arcy Carden, Michael Irby, Rightor Doyle, Darrell Britt-Gibson, Andy Carey",English,United States
I Am Wrath,2016.0,3212232,Chuck Russell,5.4,16536.0,,"$12,000,000 (estimated)","Action, Thriller","John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen",English,United States
X-Men: Apocalypse,2016.0,3385516,Bryan Singer,6.8,476382.0,"$543,934,787","$178,000,000 (estimated)","Action, Adventure, Sci-Fi","James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac, Rose Byrne, Evan Peters, Josh Helman, Sophie Turner, Tye Sheridan","English, Polish, German, Arabic, Egyptian (Ancient)",United States
Nine Perfect Strangers,2021.0,8760932,,7.0,63979.0,,,"Drama, Mystery, Thriller","Nicole Kidman, Melissa McCarthy, Michael Shannon, Luke Evans, Asher Keddie, Samara Weaving, Melvin Gregg, Tiffany Boone, Manny Jacinto, Grace Van Patten",English,United States
Paterson,2016.0,5247022,Jim Jarmusch,7.3,91660.0,"$1,986,483, 20 Mar 2017","$5,000,000 (estimated)","Comedy, Drama, Romance","Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji, Dominic Liriano, Jaden Michael, Barry Shabaka Henley, Trev Parham, Troy T. Parham, Brian McCarthy","English, Italian","France, Germany, United States"
Office Christmas Party,2016.0,1711525,"Josh Gordon, Will Speck",5.9,91335.0,"$114,501,299","$45,000,000 (estimated)",Comedy,"Jason Bateman, Olivia Munn, T.J. Miller, Jennifer Aniston, Kate McKinnon, Courtney B. Vance, Jillian Bell, Rob Corddry, Vanessa Bayer, Randall Park","English, Russian","United States, India"
The Do-Over,2016.0,4769836,Steven Brill,5.7,53412.0,,,"Action, Adventure, Comedy, Mystery","Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Matt Walsh, Renée Taylor, Sean Astin, Natasha Leggero, Luis Guzmán",English,United States
Morgan,2016.0,4520364,Luke Scott,5.8,47676.0,"$7,315,248","$8,000,000 (estimated)","Action, Horror, Sci-Fi, Thriller","Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare, Toby Jones, Chris Sullivan, Boyd Holbrook, Vinette Robinson, Michelle Yeoh, Brian Cox","English, Mandarin",United States
The Fascinating True Story That Inspired 'Peaky Blinders',2022.0,20834236,,,,,,History,Tom Blank,,
Department Q: A Conspiracy of Faith,2016.0,4088268,Hans Petter Moland,7.0,23418.0,,"DKK39,500,000 (estimated)","Crime, Drama, Mystery, Thriller","Nikolaj Lie Kaas, Fares Fares, Pål Sverre Hagen, Jacob Lohmann, Amanda Collin, Johanne Louise Schmidt, Jakob Oftebro, Signe Anastassia Mannov, Søren Pilmark, Michael Brostrup","Danish, Norwegian","Denmark, Germany, Sweden, Norway"
Big Fish & Begonia,2016.0,1920885,"Xuan Liang, Chun Zhang",7.0,7076.0,"$85,557,721","CNY30,000,000 (estimated)","Animation, Adventure, Drama, Family, Fantasy, Romance","Guanlin Ji, Shangqing Su, Timmy Xu, Shulan Pan, Yuanyuan Zhang, Jiu'er, Lifang Xue, Jie Zhang, Xiaoyu Liu, Zhongyang Baomu",Mandarin,China
The Age of Shadows,2016.0,4914580,Kim Jee-woon,7.1,11470.0,,"$8,620,000 (estimated)","Action, History, Thriller","Lee Byung-hun, Gong Yoo, Song Kang-ho, Han Ji-min, Lee Sang-hee, Jeon Yeo-been, Heo Sung-tae, Park Hee-soon, Won Jin-ah, Um Tae-goo","Korean, Japanese, Mandarin, English","South Korea, United States"
The Belko Experiment,2016.0,1082807,Greg McLean,6.2,62599.0,,"$5,000,000 (estimated)","Horror, Thriller","John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley, Melonie Diaz, Owain Yeoman, Sean Gunn, Brent Sexton, Josh Brener, David Dastmalchian",English,"United States, Colombia"
Finding Dory,2016.0,2277860,"Andrew Stanton, Angus MacLane",7.2,316676.0,"$1,028,570,889","$200,000,000 (estimated)","Animation, Adventure, Comedy, Family, Fantasy","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell, Diane Keaton, Eugene Levy, Sloane Murray, Idris Elba","English, Indonesian",United States
The Promise,2016.0,4776998,Terry George,6.1,179383.0,,"$90,000,000 (estimated)","Action, Adventure, Drama, War","Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho, Shohreh Aghdashloo, Marwan Kenzari, Angela Sarafyan, Tom Hollander, Numan Acar, Igal Naor","English, Armenian, German, French, Turkish","Spain, United States"
The Limehouse Golem,2016.0,4733640,Juan Carlos Medina,6.3,23927.0,,,"Crime, Mystery, Thriller","Douglas Booth, Olivia Cooke, Sam Reid, María Valverde, Daniel Mays, Bill Nighy, Peter Sullivan, Michael Jenn, Daniel Cerqueira, Patrick Durham","English, Irish, Chinese, Hebrew, Yiddish",United Kingdom
Warcraft,2016.0,803096,Duncan Jones,6.7,287602.0,"$433,677,183","$160,000,000 (estimated)","Action, Adventure, Fantasy","Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper, Toby Kebbell, Ben Schnetzer, Robert Kazinsky, Clancy Brown, Daniel Wu, Ruth Negga",English,"China, United States, Canada, Japan"
Precious Cargo,2016.0,4651410,Max Adams,4.6,10058.0,,"$10,500,000 (estimated)","Action, Comedy, Thriller","Bruce Willis, Mark-Paul Gosselaar, Claire Forlani, Jenna B. Kelly, Nick Loeb, Daniel Bernhardt, John Brotherton, Lydia Hull, Sammi Barber, Tyler Jon Olson",English,"United States, United Kingdom"
Beauty Salon: Special Service 3,2019.0,13717538,Kim Jong-min,7.3,45.0,,,Romance,,Korean,South Korea
Pete's Dragon,1977.0,76538,"Don Chaffey, Don Bluth",6.3,27226.0,,"$10,000,000 (estimated)","Animation, Adventure, Comedy, Family, Fantasy, Musical","Helen Reddy, Jim Dale, Mickey Rooney, Red Buttons, Shelley Winters, Sean Marshall, Jane Kean, Jim Backus, Charles Tyner, Gary Morgan",English,United States
Ouija: Origin of Evil,2016.0,4361050,Mike Flanagan,6.2,78441.0,"$81,831,866","$9,000,000 (estimated)","Drama, Horror, Mystery, Thriller","Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas, Parker Mack, Halle Charlton, Alexis G. Zall, Doug Jones, Kate Siegel, Sam Anderson","English, Ukrainian",United States
Kubo and the Two Strings,2016.0,4302938,Travis Knight,7.7,142064.0,"$76,257,813","$60,000,000 (estimated)","Animation, Action, Adventure, Family, Fantasy","Art Parkinson, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa, Meyrick Murphy, George Takei, Rooney Mara, Ralph Fiennes, Matthew McConaughey, Minae Noji",English,"United Kingdom, United States"
Mi prima la sexóloga,2016.0,6133412,Miguel Chavez,3.8,137.0,,"$15,000 (estimated)",Comedy,"Estephanie Herela, Andrès Salvatierra, Majelo Quiroz, Joaquín Machado, Kimberly Aguilera, Thiago Ribera, Joaquín Machado Foianini",Spanish,Bolivia
Batman: The Killing Joke,2016.0,4853102,Sam Liu,6.4,63269.0,"$4,462,034","$3,500,000 (estimated)","Animation, Action, Crime, Drama, Thriller","Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",English,United States
Ride Along 2,2016.0,2869728,Tim Story,5.9,64986.0,"$125,186,461","$40,000,000 (estimated)","Action, Comedy, Crime","Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt, Olivia Munn, Ken Jeong, Bruce McGill, Michael Rose, Sherri Shepherd, Arturo Del Puerto",English,United States
The Void,2016.0,4255304,"Jeremy Gillespie, Steven Kostanski",5.9,44287.0,,,"Horror, Mystery, Sci-Fi, Thriller","Aaron Poole, Kenneth Welsh, Ellen Wong, Kathleen Munroe, Daniel Fathers, Mik Byskov, Art Hindle, Stephanie Belding, James Millington, Evan Stern",English,Canada
Crayon Shin-chan: Fast Asleep! Dreaming World Big Assault!,2016.0,5526456,Wataru Takahashi,6.4,429.0,,,"Animation, Comedy","Keiji Fujiwara, Tamao Hayashi, Michiko Kichise, Satomi Kôrogi, Mari Mashiba, Haruhi Nanao, Miki Narahashi, Chie Satô, Akiko Yajima, Ken Yasuda",Japanese,Japan
Assassin's Creed,2016.0,2094766,Justin Kurzel,5.6,212900.0,"$240,942,515","$125,000,000 (estimated)","Action, Adventure, Sci-Fi","Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling, Michael Kenneth Williams, Denis Ménochet, Ariane Labed, Khalid Abdalla, Essie Davis","English, Spanish, Arabic","United States, France, United Kingdom, Hong Kong, Taiwan, Malta, Spain, Canada"
Sheep & Wolves,2016.0,3746824,"Andrey Galat, Maksim Volkov, Haishun Xing",5.8,3501.0,,,"Animation, Comedy, Family, Fantasy","Alexander Petrov, Sergey Bezrukov, Elizaveta Boyarskaya, Ekaterina Ivanchikova, Yuriy Galtsev, Diomid Vinogradov, Andrey Rozhkov, Andrey Barkhudarov, Tatyana Shitova, Yuriy Tarasov","Russian, Chinese","Russia, China, Cyprus, United States"
At the End of the Tunnel,2018.0,5644498,Claire Wasmund,7.8,88.0,,,"Comedy, Horror","Fernando Noor, Katelyn Causey, Bill Watterson, Crystal Porter Bazemore, Ron Lehmann, Christopher Evitt, Natasha Galano, Whitney Mixter, Carrie Lynette Stringfellow",,United States
Fifty Shades of Black,2016.0,4667094,Michael Tiddes,3.5,23853.0,"$22,227,514","$5,000,000 (estimated)",Comedy,"Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps, Affion Crockett, Jane Seymour, Florence Henderson, Andrew Bachelor, Jenny Zigrino, Kate Miner",English,"United States, United Kingdom"
Mai-chan no nichijô,2014.0,5627260,Sade Satô,4.8,366.0,,,Horror,"Miyako Akane, An Koshi, Shôgo Maruyama, Chiyoko Nameless, Soaco Roman",Japanese,Japan
Nocturnal Animals,2016.0,4550098,Tom Ford,7.4,326193.0,"$28,443,455, 25 Feb 2017","$22,500,000 (estimated)","Drama, Thriller","Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson, Isla Fisher, Ellie Bamber, Armie Hammer, Karl Glusman, Robert Aramayo, Laura Linney",English,"United States, China"
The Autopsy of Jane Doe,2016.0,3289956,André Øvredal,6.8,151269.0,"$6,170,043","$4,000,000 (estimated)","Horror, Mystery, Thriller","Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton, Olwen Catherine Kelly, Jane Perry, Parker Sawyers, Mary Duddy, Mark Phoenix, Sydney",English,United Kingdom
It's No Crime to Steal From a Thief,2024.0,30985520,Julio Jorquera Arriagada,7.4,36.0,,,"Action, Crime, Drama, Thriller","Nicolás Contreras, Francisca Armstrong, Pablo Macaya, Marcelo Alonso, Carmen Zabala, Lukas Vergara, Mauricio Pesutic, Paulina Urrutia, Mario Horton, Mariana Loyola",Spanish,Chile
13 Hours,2016.0,4172430,Michael Bay,7.3,169742.0,"$69,411,370","$50,000,000 (estimated)","Action, Drama, History, Thriller, War","John Krasinski, James Badge Dale, Pablo Schreiber, David Denman, Dominic Fumusa, Max Martini, Alexia Barlier, David Costabile, Payman Maadi, Matt Letscher","English, Arabic","United States, Malta"
Russian Mom,2016.0,18286348,,7.7,68.0,,,Romance,"Kim Do-hee, Ahn Min-Sang, Kang Ye Na",Korean,South Korea
Don't Kill It,2016.0,3113696,Mike Mendez,5.2,5160.0,,"$3,500,000 (estimated)","Action, Horror","Dolph Lundgren, Kristina Klebe, Tony Bentley, James Chalke, Miles Doleac, Toby Bronson, Michelle West, Todd Farmer, Dawn Ferry, Thomas Owen",English,United States
Free State of Jones,2016.0,1124037,Gary Ross,6.9,66005.0,,"$50,000,000 (estimated)","Action, Biography, Drama, History, War, Western","Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi, Brian Lee Franklin",English,United States
The Accountant,2016.0,2140479,Gavin O'Connor,7.3,338505.0,"$155,160,045","$44,000,000 (estimated)","Action, Crime, Drama, Thriller","Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal, Jeffrey Tambor, Cynthia Addai-Robinson, John Lithgow, Jean Smart, Andy Umberger, Alison Wright","English, Indonesian, French",United States
Snowden,2016.0,3774114,Oliver Stone,7.3,167455.0,"$37,357,216","$40,000,000 (estimated)","Biography, Crime, Drama, Thriller","Melissa Leo, Zachary Quinto, Joseph Gordon-Levitt, Jaymes Butler, Robert Firth, Rachel Handshaw, Christian Contreras, Parker Sawyers, Rhys Ifans, Ken Thomas","English, American Sign Language, Russian","United States, Germany, France"
King Cobra,2016.0,5129682,Justin Kelly,5.6,9718.0,,,"Crime, Drama","Garrett Clayton, Christian Slater, Molly Ringwald, James Kelley, Keegan Allen, James Franco, Robby Johnson, Rosemary Howard, Spencer Rocco Lofranco, Angel Montes",English,United States
Sanam Teri Kasam,2016.0,5255710,"Radhika Rao, Vinay Sapru",7.6,20901.0,,,"Drama, Musical, Romance","Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma, Manish Chaudhari, Anurag Sinha, Sudesh Berry, Pyumori Mehta, Shraddha Das, Rushad Rana",Hindi,India
Jason Bourne,2016.0,4196776,Paul Greengrass,6.6,248974.0,"$415,484,914","$120,000,000 (estimated)","Action, Thriller","Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel, Julia Stiles, Riz Ahmed, Ato Essandoh, Scott Shepherd, Bill Camp, Vinzenz Kiefer","English, Greek, German, Japanese","United States, China, Spain, Japan, Iceland, Germany, Italy"
September 5,2024.0,28082769,Tim Fehlbaum,7.1,15573.0,,,"Drama, History, Thriller","Peter Sarsgaard, John Magaro, Ben Chaplin, Leonie Benesch, Zinedine Soualem, Georgina Rich, Corey Johnson, Marcus Rutherford, Daniel Adeosun, Benjamin Walker","English, German, Hebrew","Germany, United States"
Smile: It's Only the End of the World,2022.0,13097506,Justin Kueber,,,,"CAD25,000 (estimated)","Short, Drama","Kaeley Jade Wiebe, Seth O'Shea, Neil Chase, Sabrina Anderson, Miriam Anderson, Ana Babaian, Nick Bracken, Geordie Cheeseman, Lindsay Christopher, Christopher Corbett",English,Canada
Mr. Right,2015.0,2091935,Paco Cabezas,6.3,63376.0,,"$8,000,000 (estimated)","Action, Comedy, Crime, Romance","Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra, Jaiden Kaine, Douglas M. Griffin",English,United States
Sadako vs. Kayako,2016.0,5309954,Kôji Shiraishi,5.1,4152.0,"$8,992,523",,Horror,"Mizuki Yamamoto, Tina Tamashiro, Aimi Satsukawa, Misato Tanaka, Masahiro Kômoto, Masanobu Andô, Elly Nanami, Runa Endo, Rintaro Shibamoto, Masayoshi Matsushima",Japanese,Japan
Why Him?,2016.0,4501244,John Hamburg,6.2,129937.0,"$118,102,725","$38,000,000 (estimated)",Comedy,"Zoey Deutch, James Franco, Tangie Ambrose, Cedric The Entertainer, Bob Stephenson, Bryan Cranston, Megan Mullally, Zack Pearlman, Griffin Gluck, Jee Young Han","English, Khmer",United States
The Whole Truth,2016.0,3503406,Courtney Hunt,6.2,35114.0,,,"Crime, Drama, Mystery, Thriller","Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry, Lara Grice, Nicole Barré",English,United States
Dirty Grandpa,2016.0,1860213,Dan Mazer,5.9,137230.0,"$105,078,449","$27,500,000 (estimated)",Comedy,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza, Jason Mantzoukas, Dermot Mulroney, Julianne Hough, Jeffrey Bowyer-Chapman, Brandon Mychal Smith, Jake Picking",English,"United States, United Kingdom"
Cell,2016.0,775440,Tod Williams,4.4,31601.0,,,"Action, Adventure, Horror, Sci-Fi, Thriller","John Cusack, Samuel L. Jackson, Isabelle Fuhrman, Clark Sarullo, Ethan Andrew Casto, Owen Teague, Stacy Keach, Joshua Mikel, Anthony Reynolds, Erin Elizabeth Burns",English,United States
Adventures in Babysitting,1987.0,92513,Chris Columbus,6.9,51284.0,,"$7,000,000 (estimated)","Adventure, Comedy, Crime, Romance","Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent D'Onofrio, Penelope Ann Miller, George Newbern, John Ford Noonan, Bradley Whitford",English,"United States, Canada"
The Love Witch,2016.0,3908142,Anna Biller,6.2,21822.0,,,"Comedy, Horror, Romance, Thriller","Samantha Robinson, Gian Keys, Laura Waddell, Jeffrey Vincent Parise, Jared Sanford, Robert Seeley, Jennifer Ingrum, Randy Evans, Clive Ashborn, Lily Holleman",English,United States
Bridget Jones's Baby,2016.0,1473832,Sharon Maguire,6.4,86733.0,"$211,952,420","$35,000,000 (estimated)","Comedy, Drama, Romance","Renée Zellweger, Gemma Jones, Jim Broadbent, Sally Phillips, Julian Rhind-Tutt, Shirley Henderson, Ben Willbond, Paul Bentall, Colin Firth, Agni Scott","English, Italian","United States, France, China, United Kingdom"
Tunnel,2016.0,5910280,Kim Seong-hun,6.8,11250.0,"$72,460,332",,"Drama, Thriller","Ha Jung-woo, Bae Doona, Oh Dal-su, Shin Jeong-geun, Nam Ji-hyun, Cho Hyun-chul, Kim Hae-sook, Yoo Seung-mok, Park Hyuk-kwon, Park Jin-woo",Korean,South Korea
Mufasa: The Lion King,2024.0,13186482,Barry Jenkins,6.6,43728.0,"$436,511,694","$200,000,000 (estimated)","Animation, Adventure, Drama, Family, Fantasy, Musical","Aaron Pierre, Kelvin Harrison Jr., Tiffany Boone, Kagiso Lediga, Preston Nyman, Blue Ivy Carter, John Kani, Mads Mikkelsen, Seth Rogen, Billy Eichner",English,"United States, Canada"
Adidas vs. Puma - That's the Name of the Game!,2016.0,5013980,Oliver Dommenget,6.9,3079.0,,,"Biography, Drama, History, Sport","Ken Duken, Torben Liebrecht, Jesse Albert, Florian Bartholomäi, Nadja Becker, Christopher Buchholz, Henk Buchholz, David C. Bunners, Merle Collet, Alexander Cudreasov",German,Germany
An Affair: My Friend's Mom,2017.0,13519098,Yong-Geun Kwak,7.2,52.0,,"$20,000 (estimated)",Drama,"Kim Seung Goo, Kim Ji-Yeon, Jo Wan Jin, Lisa",Korean,South Korea
In This Corner of the World,2018.0,9076544,,6.5,59.0,,,Drama,"Machiko Ono, Tôri Matsuzaka, Tomorô Taguchi, Honoka Matsumoto, Sairi Itô, Kaho Tsuchimura, Yûhei Ohuchida, Ran Itô, Nana Eikura, Hana Kino",Japanese,Japan
The Wish Swap,2025.0,34748584,David I. Strasser,6.7,442.0,,,Romance,"Emily Tennant, Jake Foy, Yan-Kay Crystal Lowe, Molly Saunders, Jason Fernandes, Eric Keenleyside, Iris Quinn, Matt Hamilton, Reese Alexander, Nathan Witte",English,United States
Train to Busan,2016.0,5700672,Yeon Sang-ho,7.6,279663.0,"$98,458,103","KRW10,000,000,000 (estimated)","Action, Horror, Thriller","Gong Yoo, Jung Yu-mi, Ma Dong-seok, Kim Su-an, Kim Eui-sung, Choi Woo-sik, Sohee, Ye Soo-jung, Park Myung-shin, Choi Gwi-hwa","Korean, Hawaiian, English",South Korea
